id,cd_orgao,nr_licitacao,ano_licitacao,vl_licitacao,indicador1,indicador2
81,79100,2,2016,40000.00,0.67525,0
82,58200,4,2016,52000.00,0.961538,1
83,58200,5,2016,7200.00,0.95,1
84,64100,2,2016,40509.90,0.878008,0
85,64100,3,2016,6720.00,0.00000297619,0
86,54901,12,2016,9811.45,0.575858,0
87,54901,8,2016,179.50,0.880223,0
88,78000,6,2016,14500.00,0.997531,0
89,44500,9,2016,9161235.00,0.935511,1
90,45004,33,2016,467293.65,0.665143,0
91,47700,5,2016,660937.47,0.800373,1
92,58200,6,2016,64698.00,0.99694,1
93,63900,16,2016,12300.00,1.34146,0
94,75500,6,2016,17800.00,0.808989,0
95,82400,3,2016,269334.10,0.704102,0
96,45700,1,2016,13200.00,1,1
97,49201,8,2016,48835.50,0.982892,0
98,84100,38,2016,42480.00,1.0053,0
99,88048,1,2016,910177.62,1,1
100,63900,17,2016,280000.00,1,0
101,49201,7,2016,44833.33,0.932342,0
102,88024,3,2016,288824.10,0.984528,0
103,88026,8,2016,22461.80,0.997209,1
104,86800,7,2016,78540.60,1,1
105,47700,24,2016,501110.00,0.84789,0
106,71500,5,2016,296729.13,0.999924,1
107,51600,12016,2016,35000.00,0.961309,1
108,88021,2,2016,221350.16,0.995183,0
109,45200,7,2016,76993.00,0.918915,0
110,78100,21,2016,12025.00,1,1
111,82300,1,2016,388.83,0.968289,1
112,49201,13,2016,22849.76,0.97,0
113,62900,5,2016,36928.53,0.98321,0
114,47700,25,2016,8984.52,0.667815,0
115,42200,7,2016,199396.72,1,1
116,44700,26,2016,29000.00,0.637931,0
117,88029,21,2016,32500.00,1,0
118,84100,43,2016,26100.00,0.395206,0
119,44700,42,2016,16100.00,0.434783,0
120,61900,3,2016,155158.40,0.9399,0
121,44700,43,2016,3000.00,1,0
122,55601,4,2016,24000.00,0.922913,0
123,77200,5,2016,2740250.29,1,1
124,71800,3,2016,251250.00,0.999996,1
125,88225,5,2016,80000.00,0.8937,0
126,58400,38,2016,8430.00,0.86669,0
127,42800,2484,2016,1.76,0.778409,0
128,82300,8,2016,32461.60,0.770141,0
129,44700,30,2016,17581.84,1,0
130,77900,4,2016,63495.00,1,0
131,57701,4,2016,10640.00,0.845875,1
132,88047,7,2016,10000.00,0.7019,0
133,44700,31,2016,55215.37,0.825857,0
134,47500,11,2016,188100.00,0.854864,0
135,83300,20,2016,16767.00,0.477128,0
136,53100,3,2016,489347.91,0.998958,1
137,45700,7,2016,256748.72,0.999655,0
138,63700,38,2016,7208.04,0.999983,0
139,44700,33,2016,30827.41,1,0
140,63900,8,2016,189504.00,0.752212,0
141,88029,22,2016,3800.00,0.855263,0
142,71500,4,2016,58897.15,0.939697,1
144,51400,1,2016,3424268.88,1.03478,0
145,42800,2487,2016,1098675.11,0.994692,1
146,62700,16,2016,4189005.14,0.998818,1
147,86800,6,2016,187539.69,0.618003,1
148,44500,11,2016,100740521.08,0.803658,0
149,84100,40,2016,6000.00,0.724167,1
150,62700,11,2016,989500.00,0.982973,1
151,55601,11,2016,2650.00,1.03774,1
152,59600,7,2016,111.66,0.895576,1
153,56200,3,2016,316072.11,0.999001,1
154,84201,2,2016,52800.00,0.920455,0
155,55700,52,2016,20153.02,0.833076,0
156,51000,3,2016,83000.00,0.831325,1
158,50900,1,2016,8445.84,1,1
159,54000,6,2016,433668.20,0.801765,0
160,70400,4,2016,2450.00,0.979571,0
161,83300,19,2016,27092.00,0.848976,0
162,72800,20,2016,22000.00,0.983273,0
163,61200,30,2016,116350.56,0.40739,0
164,53400,33,2016,593544.00,0.846306,0
165,44700,35,2016,40890.00,0.929323,0
166,81000,14,2016,79602.05,0.999373,1
167,40300,9,2016,10081.50,1,1
168,88032,1,2016,245532.93,0.999968,1
169,40401,11,2016,1436.05,0.999937,0
170,78200,1,2016,256746.62,0.833189,0
171,44500,6,2016,266658.32,1,1
172,60700,17,2016,589231.19,0.879041,0
173,40100,20,2016,271623.98,0.999637,1
174,44700,32,2016,4281.96,0.976188,0
175,68200,65,2016,270000.00,0.923885,0
176,54101,6,2016,58491.39,0.763258,0
177,56900,6,2016,234338.21,1,1
178,46600,1,2016,1228727.23,0.997836,1
179,64700,5,2016,1150184.39,1,1
180,78200,1,2016,2110580.72,0.874427,0
181,49400,10,2016,132000.00,0.984848,0
182,44100,9,2016,15247.52,0.970007,0
183,68200,64,2016,17965.53,0.773778,0
184,68600,36,2016,8113.26,1,0
185,44700,50,2016,590.00,0.966102,0
186,58400,44,2016,5572.93,0.932562,0
187,64700,12,2016,49000.00,0.932653,0
188,45200,8,2016,30535.47,0.993243,0
189,43100,1,2016,158988.76,0.823958,0
190,88048,8,2016,38935.45,0.950291,0
191,51300,19,2016,14550.00,0.670103,1
192,62700,52,2016,27752.74,0.792859,0
193,54101,5,2016,83849.82,0.953413,0
194,63201,1,2016,77708.40,0.996139,1
195,61200,2,2016,49404.48,1,1
196,44100,3,2016,253117.91,1.08987,0
197,82300,1,2016,1768154.44,0.998729,1
198,40200,4,2016,262854.13,0.999842,1
199,88051,2,2016,28062.85,0.88982,1
200,55601,13,2016,96592.09,0.907301,1
201,44700,55,2016,38400.00,0.570312,0
202,46700,12,2016,65800.00,0.964286,0
203,63300,4,2016,69000.00,0.995652,0
204,63300,5,2016,104030.27,1.04154,1
205,64700,6,2016,850352.65,0.99258,1
206,53701,1,2016,23004.20,1,1
207,53100,4,2016,15799.69,0.974024,1
208,86100,6,2016,104270.51,0.949999,0
209,50000,41,2016,16079.00,0.849866,0
210,73300,9,2016,19500.00,0.558974,0
211,53400,5,2016,944948.57,0.99912,1
212,45004,35,2016,420371.88,1,0
213,70100,4,2016,7533.33,0.929204,0
214,58400,3,2016,63366.76,0.870025,1
215,86600,3,2016,32620.40,0.899999,0
216,86800,1,2016,893421.61,0.996969,1
217,53400,2,2016,2078467.87,0.819074,0
218,77000,2,2016,20580.00,0.85034,0
219,88027,4,2016,1196771.39,0.969566,1
220,58400,49,2016,44580.00,0.940781,0
221,59600,22,2016,6194.40,0.773279,0
222,88261,1,2016,3803612.69,0.785546,0
223,61200,1,2016,255996.56,0.997018,1
224,82400,9,2016,54342.00,1.07652,0
225,73701,2,2016,16800.00,1,0
226,63600,1,2016,26281.15,0.758878,1
227,63401,4,2016,4200.00,0.800262,0
228,41100,13,2016,25500.00,0.936861,0
229,78200,3,2016,281439.16,0.999246,0
230,53100,5,2016,295042.74,0.999935,1
231,50300,2,2016,319245.94,1,0
232,45005,5,2016,231879.96,0.826422,0
233,53400,6,2016,364411.40,0.999988,1
234,53400,28,2016,476585.00,0.125896,0
235,62700,10,2016,373475.47,0.899395,1
236,42800,2489,2016,45086.72,0.927781,0
237,88048,2,2016,1199403.00,0.999958,1
238,88261,7,2016,150.00,1,0
239,44700,56,2016,57000.00,0.42786,0
240,69800,3,2016,9351.81,0.85376,0
241,59600,2,2016,2908.02,0.999464,1
242,85400,5,2016,21078.75,0.971195,1
243,85400,6,2016,21486.91,0.950001,1
244,56500,1,2016,263012.31,0.996146,0
245,44500,5,2016,45968.79,0.990056,1
246,45004,48,2016,4047.40,1.27242,0
247,51000,4,2016,14040.45,0.995695,1
248,88041,16,2016,2799.48,0.964465,0
249,88041,14,2016,4849.06,0.833333,0
250,88041,15,2016,4800.00,0.912292,0
251,74500,6,2016,124480.00,1.02731,1
252,69900,3,2016,410335.84,0.988515,1
253,55400,12,2016,49129.02,1,0
254,45004,45,2016,12950.00,0.463243,0
255,54912,45,2016,150000.00,0.52,0
256,56500,13,2016,60480.00,0.693452,0
257,88041,6,2016,22366.30,0.842974,0
258,60100,3,2016,30538.80,0.997784,1
259,48500,47,2016,16970.00,0.559811,0
260,44700,59,2016,97340.00,1,0
261,56500,2,2016,50400.00,0.97619,0
262,66300,4,2016,382.60,0.400131,0
263,71600,29,2016,49290.66,0.98897,0
264,44100,22,2016,35796.00,0.331881,0
265,46700,14,2016,40917.31,1.05003,1
266,63900,10,2016,76987.94,0.885249,0
267,80100,15,2016,281850.00,1.01064,1
268,47300,18,2016,261775.90,0.999991,1
269,44700,3,2016,24000.00,1,0
270,65300,3,2016,3998.04,1.29668,1
271,88225,1,2016,175839.69,0.769304,0
272,75500,7,2016,17033.31,0.945207,0
273,85101,1,2016,2670.00,1,0
274,74000,9,2016,2767.00,0.939646,0
275,54300,2,2016,9600.00,0.6875,0
276,63300,1,2016,556094.32,0.75,0
277,78100,6,2016,320000.00,0.9375,0
278,60100,38,2016,63906.00,1,0
279,75400,18,2016,46183.03,1.04995,0
280,88027,28,2016,11191.82,0.804159,0
281,53800,2,2016,298684.68,0.999871,1
282,59400,11,2016,24000.00,0.420833,0
283,85101,2,2016,2500.00,1,0
285,56900,1,2016,2243333.50,0.887963,0
286,40200,5,2016,316231.30,0.999531,1
287,40200,6,2016,292601.12,0.996521,1
288,78000,9,2016,126226.33,0.983759,1
292,43500,957,2016,10302.18,0.999505,1
293,53701,23,2016,9276.00,1.03493,0
294,69700,8,2016,35514.00,0.989356,0
295,44500,19,2016,12243336.80,0.774674,0
296,53400,35,2016,143040.00,0.818792,0
297,67600,17,2016,555820.08,0.606606,0
298,45003,12,2016,148500.00,1.0303,1
299,88265,1,2016,370000.00,0.997297,0
300,48300,9,2016,43200.00,1,0
301,53400,36,2016,138804.18,0.570588,0
302,45500,1,2016,848677.23,1,1
303,87056,10,2016,10.27,0.246349,0
304,42800,2491,2016,121245.17,0.909827,0
305,51300,7,2016,46811.58,0.889999,0
306,82400,4,2016,114476.88,0.912077,0
307,76800,9,2016,555.14,64.8393,0
308,42800,2495,2016,146753.98,0.9601,0
309,71500,6,2016,805843.71,1.0557,1
310,63600,26,2016,140963.40,0.560495,0
311,70000,3,2016,709564.45,0.995043,1
312,54101,2,2016,106252.20,0.897863,0
313,69600,2,2016,263687.15,0.973208,0
314,41500,3,2016,28240.60,0.63738,0
315,51300,31,2016,89351.22,0.814215,1
316,51000,2,2016,3230700.00,0.997989,1
317,76701,1,2016,50746.00,0.737792,1
318,51300,34,2016,8727.78,0.889491,0
319,48300,17,2016,8840.00,0.988688,0
320,45004,52,2016,263575.00,0.449587,0
321,84100,45,2016,62622.69,0.860009,0
322,70300,1,2016,36840.11,0.999997,1
323,59600,3,2016,51038.73,0.882631,0
324,63300,1,2016,1507704.98,0.994862,0
325,72800,25,2016,50000.00,0.958,0
326,78601,1,2016,30217.25,0.995339,0
327,58400,58,2016,42600.00,0.985915,0
328,55800,2,2016,58280.00,0.995196,1
329,51300,8,2016,284443.50,0.89,0
330,84000,28,2016,2600.00,0.818538,0
331,51300,12,2016,20074.22,0.929965,1
332,70000,4,2016,116269.61,0.99257,1
333,84000,26,2016,12100.00,0.995041,0
334,84300,1,2016,78974.00,0.978398,1
335,54103,6,2016,39005.30,1.08326,0
336,68400,4,2016,30000.00,1,1
337,41700,8,2016,21726.55,0.902122,0
338,53000,2,2016,32500.00,0.982286,0
339,48300,2,2016,16300.00,1,0
340,53100,6,2016,46722.94,1,1
341,44700,76,2016,9467.25,1,0
342,43001,1,2016,65065.57,1.09602,1
343,41400,1,2016,1850048.50,0.999876,0
345,55601,12,2016,6390.00,0.985915,1
346,47800,8,2016,268203.92,3.59339,0
347,47800,7,2016,39309.95,0.886583,0
349,86200,2,2016,26431.91,1,1
350,75700,14,2016,875.00,1,0
351,60100,1,2016,5200584.96,0.945785,0
352,55700,48,2016,1970479.52,0.998819,1
353,72900,14,2016,16680.00,0.892686,0
354,58400,68,2016,1375.16,0.773728,0
355,70500,33,2016,13940.00,0.971019,0
356,45500,10,2016,42077.73,1,0
358,57501,1,2016,3350.00,0.865672,0
359,78100,25,2016,107896.27,0.999979,1
360,76900,41,2016,365123.64,1,1
361,56700,30,2016,94000.00,0.867021,0
362,45004,59,2016,207324.02,0.670153,0
363,43900,19,2016,606219.79,0.940072,1
364,43900,18,2016,613200.20,0.825464,0
365,43900,21,2016,483220.00,0.99137,1
366,46700,6,2016,78000.00,1.05769,0
367,81900,6,2016,443861.94,0.999833,1
368,81900,5,2016,778845.94,0.999905,1
372,86500,4,2016,35000.00,0.899571,1
373,86500,2,2016,95000.00,0.680663,0
374,86500,3,2016,159729.31,0.993489,1
375,70700,5,2016,250.00,0.7,1
376,84000,5,2016,6500.00,0.861538,0
377,53100,7,2016,39600.00,0.302727,0
378,52302,1,2016,99180.00,0.992808,0
379,51300,21,2016,29604.00,0.891771,0
380,41400,4,2016,1198855.30,1.0495,1
381,72900,1,2016,307264.34,0.997702,1
382,43900,14,2016,201855.86,0.925058,1
383,63300,2,2016,726721.98,0.817705,0
384,84000,3,2016,12327.88,0.890664,0
385,51300,23,2016,7471.00,0.989988,1
386,55602,3,2016,509555.64,0.823455,0
388,86500,3,2016,14912.16,0.781012,0
389,57600,4,2016,90967.41,0.119466,0
390,82300,2,2016,1179312.56,0.888598,0
391,77200,8,2016,12337.50,0.684498,0
392,48300,18,2016,26208.00,1,0
393,88028,6,2016,7960.00,1,0
394,70700,10,2016,33000.00,1.04545,0
395,50000,49,2016,19741.01,0.947621,1
396,88036,7,2016,58784.67,0.988751,1
397,47700,31,2016,4491.60,0.499599,0
398,52900,15,2016,91470.00,0.868372,0
400,70500,1,2016,784372.72,0.999775,1
401,79100,3,2016,800000.00,0.998103,1
402,56900,5,2016,77175.02,0.981079,0
403,50000,47,2016,18034.58,0.628491,0
404,52000,3,2016,18496.74,0.998479,1
405,55601,17,2016,140571.04,0.991093,1
406,44700,6,2016,149990.58,1.74694,1
407,48500,59,2016,24840.00,0.978261,0
408,75700,13,2016,18451.50,1,0
409,44700,68,2016,1661.00,1,0
410,69800,33,2016,2463.36,0.857366,0
411,45003,13,2016,824329.99,0.798914,0
412,61300,8,2016,42883.57,1,0
413,61300,7,2016,1101030.35,1,1
414,88032,2,2016,365073.61,0.999995,1
415,54911,13,2016,51500.00,0.910097,0
416,66200,4,2016,403304.63,0.999632,0
417,63300,5,2016,18561.35,0.915882,0
418,45003,8,2016,679745.26,0.738814,0
419,50000,48,2016,28897.35,0.947249,1
420,63700,4,2016,10341.79,0.86934,0
422,73300,11,2016,31077.17,0.965298,0
423,67800,6,2016,33300.00,1,0
424,67800,5,2016,230000.00,1,0
425,83101,448,2016,64172.43,0.842394,0
426,74900,2,2016,207478.00,0.650768,1
427,43100,2,2016,356010.27,0.941857,0
428,43900,6,2016,480789.22,0.756502,0
429,59901,6,2016,52500.00,0.88,0
430,84000,7,2016,19000.00,0.994737,1
431,88041,18,2016,2310.00,0.859307,0
432,43101,2,2016,159296.00,0.282493,0
433,84000,2,2016,21840.93,0.955774,0
434,69500,50,2016,88893.22,0.823343,0
435,69500,51,2016,433839.52,1,0
436,69500,48,2016,115871.42,0.830843,0
437,44500,16,2016,4315792.44,0.92526,1
438,47900,7,2016,831272.05,0.999844,1
439,62900,4,2016,947138.58,0.971394,0
440,44700,67,2016,6800.00,1,0
441,88319,10,2016,80000.00,0.975,0
442,88044,2,2016,139329.30,1,0
443,86000,9,2016,14057.64,0.985941,1
444,47900,11,2016,25000.00,0.9,0
446,71900,3,2016,184529.62,1.23406,1
447,71900,1,2016,301159.76,0.851751,0
448,71900,2,2016,546746.34,0.83444,0
449,60400,4,2016,0.01,1,1
450,44700,5,2016,151094.17,4.31069,1
451,51300,22,2016,11319.68,0.904679,0
452,51300,4,2016,282011.90,0.998398,1
453,45004,44,2016,121240.31,0.795928,0
456,49800,35,2016,15600.00,0.778526,0
457,86000,3,2016,163000.00,0.984663,0
458,86000,8,2016,250000.00,0.93356,0
459,86000,4,2016,24000.00,0.916667,0
460,69300,18,2016,16716.63,0.716711,0
461,60100,4,2016,401522.96,0.832298,0
462,42200,5,2016,65316.00,0.9921,0
463,56700,29,2016,10000.00,0.85,0
464,58200,7,2016,36000.00,0.646667,0
465,50100,10,2016,69576.40,0.716687,0
466,70300,3,2016,136475.27,0.919581,0
467,63900,21,2016,17850.00,0.666667,0
468,43500,1083,2016,101736.00,1,1
469,43500,1501,2016,30000.00,0.9571,1
470,43500,1135,2016,123243.13,0.889951,0
471,66700,451,2016,125760.00,1.11536,0
472,44300,20,2016,8942.30,0.978488,0
473,44300,17,2016,95250.00,0.887139,0
474,56900,8,2016,779823.08,0.999987,1
475,45004,54,2016,90670.00,0.694705,0
476,72700,2,2016,132635.04,0.884993,0
477,51300,17,2016,20000.00,1.1725,0
478,41200,2,2016,475128.61,0.994028,0
479,48901,37,2016,177143.88,0.93524,0
480,49900,28,2016,13248.80,1,0
481,44700,7,2016,1802473.77,0.925,0
482,80000,14,2016,9390.00,1,0
483,76800,8,2016,10100.00,0.999772,0
484,70700,3,2016,494762.33,0.933801,0
485,72900,13,2016,39000.00,0.950769,0
486,55700,67,2016,43906.66,0.839781,0
487,51300,16,2016,50200.00,0.899323,0
488,85101,1,2016,166654.67,0.989797,1
489,54400,35,2016,359873.44,0.995489,0
490,75900,1,2016,59328.45,0.956388,1
491,44701,78,2016,925.80,0.777706,0
492,53405,1,2016,220000.00,0.921057,0
493,69800,5,2016,62286.75,1,1
494,57600,5,2016,85104.87,0.880028,0
495,50100,14,2016,127940.85,1,1
496,46700,16,2016,51158.33,0.999999,0
497,54201,1,2016,19432.20,1,0
498,80200,21,2016,49377.95,0.91499,0
499,48500,62,2016,21984.00,1,0
500,80200,20,2016,22500.00,0.934062,0
501,48000,371,2016,14264.57,0.999019,1
502,48000,432,2016,235560.86,0.842923,0
503,48000,375,2016,344920.58,0.986286,1
504,40500,3,2016,92918.23,0.999804,1
505,45003,10,2016,1154170.16,0.74891,0
506,57700,1,2016,264841.81,0.8001,0
507,54911,16,2016,44.70,0.944072,0
508,84000,7,2016,43993.02,0.977913,0
509,44602,15,2016,297840.00,0.980392,0
510,44700,2,2016,45924.69,0.998033,0
511,74900,8,2016,79500.00,0.981132,0
512,72600,6,2016,399376.65,0.990011,1
513,72600,8,2016,37904.90,0.939193,0
514,88029,6,2016,24246.51,0.994576,1
515,41400,5,2016,635970.40,0.926,1
516,60700,22,2016,43685.85,1,0
517,70700,1,2016,1930451.77,0.998562,1
518,49900,34,2016,14027.00,1.02167,0
519,59800,23,2016,52391.29,0.550906,0
520,53100,5,2016,9269.19,1,1
521,84000,6,2016,19250.00,0.898701,0
522,80200,19,2016,52000.00,0.942308,0
523,45000,71,2016,1175061.53,0.907391,0
524,70700,4,2016,365507.31,0.998798,1
525,84000,30,2016,66500.00,0.977444,0
526,57601,1,2016,6666.66,0.844501,0
527,61600,18,2016,27930.00,1,1
528,70700,1,2016,256072.66,0.995197,1
529,53405,6,2016,30000.00,0.72,0
530,45000,60,2016,101177.20,0.986761,1
531,57900,1,2016,1375870.40,0.899927,0
532,80000,16,2016,53346.94,1,0
533,54103,4,2016,425000.00,0.764706,0
534,68101,1,2016,15690.00,0.854047,0
535,45000,99,2016,151000.00,0.635762,1
536,62900,2,2016,31162.87,0.914701,0
537,51300,17,2016,55871.90,1.00134,1
538,88034,8,2016,30909.34,0.882484,0
539,45000,18,2016,4010155.00,0.906938,0
541,44400,930,2016,28505.00,1,0
542,44400,571,2016,28810.00,1,1
543,88023,14,2016,95856.00,0.999875,0
544,56900,10,2016,23243.77,0.999996,1
546,56900,9,2016,739501.06,0.999986,1
547,46700,7,2016,256770.53,0.930987,0
548,45200,10,2016,69575.00,0.932806,0
549,67100,6,2016,9076.80,1,1
550,62700,61,2016,45000.00,0.833333,0
551,44500,26,2016,538204.20,0.490056,0
552,56900,42,2016,274583.34,0.997876,0
553,56900,2,2016,156904.85,0.55294,0
554,88040,4,2016,17460.00,0.947079,0
555,88040,6,2016,25125.00,0.970149,0
556,58400,62,2016,1679.67,0.916251,0
557,71900,7,2016,81756.96,1,0
558,56700,16,2016,254518.93,1,1
559,51300,12,2016,13000.00,1.1,0
560,54800,8,2016,150000.00,0.897333,0
561,51300,6,2016,247705.89,0.879633,0
562,60900,6,2016,15446.00,1,1
563,60900,2,2016,1773445.55,0.894993,0
564,74100,6,2016,51276.53,1,1
565,88225,4,2016,57720.96,0.952858,0
566,45003,11,2016,1171596.72,0.92711,0
567,88022,2,2016,93841.51,1,1
568,43500,1129,2016,300333.33,0.940988,0
569,88031,6,2016,14998.47,1,0
570,49800,40,2016,22000.00,0.950227,0
571,54103,5,2016,19920.00,0.842,0
572,78100,24,2016,35111.86,0.949088,0
573,47500,12,2016,193163.55,0.568692,0
574,55700,66,2016,519838.06,0.79,0
575,70300,2,2016,27805.00,0.999119,0
576,45001,8,2016,87600.00,0.684932,0
577,88319,12,2016,39500.00,0.796203,0
578,88319,11,2016,13870.00,0.915573,0
579,88319,9,2016,50000.00,0.260897,0
580,88319,9,2016,18400.00,0.706522,0
581,54901,23,2016,32059.50,0.594098,0
582,60000,3,2016,502183.27,2.08111,1
583,47200,1,2016,126351.58,0.848964,0
584,47200,2,2016,121230.67,0.849118,0
585,51300,8,2016,79596.45,0.906492,0
586,52100,13,2016,55800.00,0.989247,0
587,55800,5,2016,22600.00,0.929204,0
588,79200,2,2016,177010.09,0.77399,0
589,78000,2,2016,196596.99,0.916984,0
590,80100,10,2016,45600.00,0.921053,0
591,85900,9,2016,275304.53,1,1
592,85900,10,2016,255549.12,1,1
593,41100,16,2016,240000.00,0.00000416667,1
594,82200,17,2016,32000.00,1.04975,1
595,82200,18,2016,14395.30,0.975388,0
596,82200,21,2016,44100.00,0.984127,0
597,70700,2,2016,250372.51,0.999891,1
598,79200,6,2016,148832.67,0.997272,0
599,50800,4,2016,29618.98,0.806746,0
600,81000,19,2016,15886.50,0.608169,0
601,51300,38,2016,118722.16,0.83,0
602,47000,837,2016,1052607.62,1,1
603,51000,4,2016,71690.87,0.715617,1
604,76900,37,2016,245712.48,0.547963,0
605,56900,4,2016,1798688.04,0.730249,0
606,42900,2,2016,160000.00,1.00003,1
607,68101,3,2016,31820.00,0.889943,1
608,75700,12,2016,12779.00,1,0
609,88020,3,2016,10165.00,0.983768,0
610,59400,24,2016,135.00,0.796296,0
611,63700,5,2016,702488.19,0.99994,1
612,70300,2,2016,253888.54,1,1
613,84000,29,2016,3990.00,0.964912,0
614,54901,1,2016,9727007.96,0.70746,0
615,68700,5,2016,132481.86,0.996363,0
616,53000,8,2016,15997.50,0.998906,0
617,46600,2,2016,251577.03,0.995888,1
618,43100,8,2016,6892.00,0.979396,0
619,79800,2,2016,260061.70,0.990586,0
620,51300,18,2016,34392.30,0.994712,1
621,76600,5,2016,45840.00,0.91623,0
622,81000,20,2016,26799.96,0.219403,0
623,88040,7,2016,36740.00,0.99804,0
624,84000,5,2016,166500.00,0.999902,1
625,70700,8,2016,244000.00,0.905738,0
626,55700,56,2016,2762191.83,0.998958,1
627,45003,3,2016,65980.00,0.83207,0
628,54400,7,2016,85147.53,0.931521,1
629,51300,30,2016,21483.19,0.889138,0
630,57102,2,2016,3730530.02,0.713035,0
631,51600,27,2016,37000.00,0.994595,0
632,55800,5,2016,11043.00,0.792277,0
634,66600,2,2016,43229.78,0.766689,0
635,44600,52,2016,7596.00,1,0
636,44600,10,2016,79533.94,1,1
637,77700,8,2016,86984.44,0.707745,0
638,63300,6,2016,23361.07,0.982765,0
639,63400,108,2016,42420.00,0.551627,0
640,63400,15,2016,23750.00,1,0
641,69900,5,2016,434230.80,0.998987,0
642,45900,13,2016,13598.83,0.993382,0
643,67100,11,2016,14980.00,1,0
644,61500,9,2016,146800.00,0.944278,0
645,63400,90,2016,90.00,630,0
646,63400,7,2016,6731.49,1,1
647,63400,57,2016,492090.00,0.542584,0
648,63400,102,2016,42145.00,0.949104,0
649,63400,11,2016,186238.86,0.789993,0
650,69800,43,2016,2023.00,0.865052,0
651,83500,3,2016,6600.00,0.977273,1
652,73400,674,2016,14475.20,0.495413,1
653,73400,844,2016,20888.00,1.06367,1
654,61900,46,2016,8186.61,1,0
655,61900,50,2016,12608.07,0.951755,0
656,61900,55,2016,11541.52,0.865397,0
657,51300,2,2016,271488.00,0.680693,0
658,70700,1,2016,4100.00,0.731707,0
659,63400,13,2016,82439.02,0.835942,0
660,63400,69,2016,42528.66,0.483204,0
661,63400,45,2016,29668.62,1,0
662,63400,32,2016,29500.00,0.932203,0
663,88020,4,2016,16900.00,1,1
664,61900,8,2016,4.00,46.25,0
665,61900,9,2016,4.00,29,0
666,61900,12,2016,8933.00,0.940334,0
667,61900,13,2016,11638.55,0.89906,0
668,75700,15,2016,38622.00,0.999994,0
669,45004,80,2016,983810.79,0.61904,0
